Student_ID,Status,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-1775,Enrolled,0,22.7,Rendah,Tourism,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,112.2,108.0,6,5,10.8,6,3,10.0,66.7,10.4,Sedang (50-75%),9.4,-0.8,-3.12
STD-1776,Dropout,1,93.3,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,148.7,149.0,4,0,0.0,4,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1777,Graduate,0,9.0,Rendah,Tourism,1st phase - general,Reguler (Siang),Laki-laki,28-35,33,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,133.0,140.0,9,9,12.8,7,7,11.428571428571429,100.0,12.11,Baik (>75%),12.7,3.7,-1.7
STD-1778,Dropout,1,14.9,Rendah,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,28-35,35,Married,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,150.0,140.0,5,5,10.8,5,5,12.0,100.0,11.4,Baik (>75%),9.4,-0.8,-3.12
STD-1779,Graduate,0,13.3,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,98.0,133.1,5,4,11.4,5,4,11.0,80.0,11.2,Baik (>75%),11.1,0.6,2.02
STD-1780,Graduate,0,3.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.4,125.0,7,7,13.725714285714286,8,8,14.5,100.0,14.11,Baik (>75%),11.1,0.6,2.02
STD-1781,Enrolled,0,6.7,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,139.0,133.1,6,5,12.8,6,5,12.25,83.3,12.52,Baik (>75%),10.8,1.4,1.74
STD-1782,Graduate,0,2.0,Rendah,Communication Design,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,112.0,133.1,6,6,13.5,6,6,11.166666666666666,100.0,12.33,Baik (>75%),11.1,0.6,2.02
STD-1783,Dropout,1,10.1,Rendah,Nursing,Over 23 years old,Reguler (Siang),Laki-laki,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,143.8,130.0,8,7,15.57,8,7,15.57,87.5,15.57,Baik (>75%),10.8,1.4,1.74
STD-1784,Enrolled,0,10.6,Rendah,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Tidak,Ya,Tidak,Domestik,116.1,122.0,5,4,11.0,5,2,12.0,60.0,11.5,Sedang (50-75%),8.9,1.4,3.51
STD-1785,Dropout,1,4.1,Rendah,Nursing,Holder of other higher course,Reguler (Siang),Laki-laki,28-35,28,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,138.0,140.0,7,7,14.114285714285714,8,8,15.91111111111111,100.0,15.01,Baik (>75%),16.2,0.3,-0.92
STD-1786,Enrolled,0,45.2,Sedang,Management,Change of course,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,110.0,123.0,5,3,11.0,5,4,11.5,70.0,11.25,Sedang (50-75%),9.4,-0.8,-3.12
STD-1787,Dropout,1,97.4,Tinggi,Social Service,Over 23 years old,Reguler (Siang),Laki-laki,>35,42,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,103.5,133.1,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-1788,Graduate,0,6.3,Rendah,Management (evening),Holder of other higher course,Kelas Malam,Laki-laki,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,140.0,5,4,13.5,5,4,13.75,80.0,13.62,Baik (>75%),7.6,2.6,0.32
STD-1789,Dropout,1,94.8,Tinggi,Communication Design,1st phase - general,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,108.7,116.0,6,4,11.25,6,0,0.0,33.3,5.62,Rendah (25-50%),7.6,2.6,0.32
STD-1790,Graduate,0,2.9,Rendah,Tourism,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,115.9,118.0,6,6,12.142857142857142,6,6,11.333333333333334,100.0,11.74,Baik (>75%),8.9,1.4,3.51
STD-1791,Graduate,0,3.1,Rendah,Nursing,Over 23 years old,Reguler (Siang),Laki-laki,24-27,26,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,127.3,140.0,8,7,13.075714285714286,8,7,13.075714285714286,87.5,13.08,Baik (>75%),10.8,1.4,1.74
STD-1792,Dropout,1,83.5,Tinggi,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,138.7,146.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),8.9,1.4,3.51
STD-1793,Dropout,1,82.6,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,28-35,29,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,135.8,150.0,5,3,11.0,5,2,13.5,50.0,12.25,Rendah (25-50%),12.7,3.7,-1.7
STD-1794,Dropout,1,94.1,Tinggi,Veterinary Nursing,2nd phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.6,137.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-1795,Enrolled,0,0.6,Rendah,Nursing,Change of course,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.4,136.0,7,4,13.125,7,6,12.333333333333334,71.4,12.73,Sedang (50-75%),13.9,-0.3,0.79
STD-1796,Graduate,0,4.4,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,132.8,134.0,8,7,13.512857142857142,8,7,13.512857142857142,87.5,13.51,Baik (>75%),10.8,1.4,1.74
STD-1797,Graduate,0,2.0,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,155.5,160.0,6,6,12.833333333333334,6,6,12.166666666666666,100.0,12.5,Baik (>75%),10.8,1.4,1.74
STD-1798,Dropout,1,5.8,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,132.0,126.0,5,3,15.0,5,3,11.666666666666666,60.0,13.33,Sedang (50-75%),9.4,-0.8,-3.12
STD-1799,Dropout,1,95.0,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,>35,40,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,110.0,133.1,6,5,12.8,6,3,13.333333333333334,66.7,13.07,Sedang (50-75%),11.1,0.6,2.02
STD-1800,Dropout,1,97.2,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Menunggak,Tidak,Ya,Tidak,Internasional,127.3,114.0,6,3,12.333333333333334,6,0,0.0,25.0,6.17,Kritis (<25%),10.8,1.4,1.74
STD-1801,Dropout,1,13.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.0,139.0,8,5,12.288,8,5,12.288,62.5,12.29,Sedang (50-75%),10.8,1.4,1.74
STD-1802,Graduate,0,15.9,Rendah,Social Service (eve),Change of course,Kelas Malam,Laki-laki,28-35,31,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,130.0,12,12,12.333333333333334,10,7,13.285714285714286,86.4,12.81,Baik (>75%),7.6,2.6,0.32
STD-1803,Graduate,0,5.9,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,118.8,131.0,5,4,11.5,5,5,12.8,90.0,12.15,Baik (>75%),12.4,0.5,1.79
STD-1804,Dropout,1,27.1,Rendah,Advertising & Marketing,Change of course,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.6,130.0,6,6,11.833333333333334,6,4,11.142857142857142,83.3,11.49,Baik (>75%),10.8,1.4,1.74
STD-1805,Dropout,1,96.3,Tinggi,Management,Change of institution/course,Reguler (Siang),Laki-laki,>35,38,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,112.1,133.1,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),8.9,1.4,3.51
STD-1806,Dropout,1,93.2,Tinggi,Management (evening),Change of course,Kelas Malam,Laki-laki,28-35,33,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,130.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),12.7,3.7,-1.7
STD-1807,Enrolled,0,20.1,Rendah,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,111.1,117.0,5,5,11.8,5,3,11.5,80.0,11.65,Baik (>75%),11.1,0.6,2.02
STD-1808,Dropout,1,95.2,Tinggi,Advertising & Marketing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,121.4,127.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-1809,Enrolled,0,62.6,Tinggi,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Menunggak,Ya,Tidak,Tidak,Domestik,126.8,131.0,5,5,12.2,5,4,12.0,90.0,12.1,Baik (>75%),8.9,1.4,3.51
STD-1810,Graduate,0,4.2,Rendah,Management (evening),Change of institution/course,Kelas Malam,Laki-laki,24-27,27,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.6,134.0,6,6,12.333333333333334,5,5,13.0,100.0,12.67,Baik (>75%),11.1,0.6,2.02
STD-1811,Graduate,0,2.2,Rendah,Tourism,Over 23 years old,Reguler (Siang),Laki-laki,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,126.5,130.0,6,6,12.428571428571429,6,6,12.833333333333334,100.0,12.63,Baik (>75%),7.6,2.6,0.32
STD-1812,Graduate,0,4.9,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,120.2,127.0,7,7,12.765714285714289,8,8,13.544444444444444,100.0,13.16,Baik (>75%),12.4,0.5,1.79
STD-1813,Dropout,1,43.6,Sedang,Nursing,Change of institution/course,Reguler (Siang),Laki-laki,>35,44,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,130.0,7,5,12.1,7,5,12.6,71.4,12.35,Sedang (50-75%),11.1,0.6,2.02
STD-1814,Graduate,0,4.1,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,137.5,142.0,5,5,12.0,5,5,11.5,100.0,11.75,Baik (>75%),13.9,-0.3,0.79
STD-1815,Dropout,1,77.2,Tinggi,Communication Design,3rd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.9,117.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-1816,Enrolled,0,14.1,Rendah,Agronomy,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,133.1,6,6,14.88888888888889,6,6,13.727272727272728,100.0,14.31,Baik (>75%),16.2,0.3,-0.92
STD-1817,Graduate,0,29.6,Rendah,Management (evening),Change of course,Kelas Malam,Perempuan,28-35,31,Divorced,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,131.8,164.0,14,13,11.357142857142858,14,13,12.0,92.9,11.68,Baik (>75%),9.4,-0.8,-3.12
STD-1818,Graduate,0,2.4,Rendah,Communication Design,Change of course,Reguler (Siang),Perempuan,24-27,25,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,129.0,130.0,6,6,13.5,6,6,12.5,100.0,13.0,Baik (>75%),9.4,-0.8,-3.12
STD-1819,Dropout,1,97.0,Tinggi,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,115.8,127.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),8.9,1.4,3.51
STD-1820,Dropout,1,7.7,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.4,140.0,7,7,13.884285714285712,8,8,14.75,100.0,14.32,Baik (>75%),11.1,0.6,2.02
STD-1821,Enrolled,0,73.7,Tinggi,Veterinary Nursing,Change of course,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,130.0,130.0,6,5,13.0,6,3,11.666666666666666,66.7,12.33,Sedang (50-75%),13.9,-0.3,0.79
STD-1822,Enrolled,0,6.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,114.8,122.0,7,4,12.65,7,5,11.1,64.3,11.88,Sedang (50-75%),12.4,0.5,1.79
STD-1823,Enrolled,0,83.6,Tinggi,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,138.6,162.0,5,1,11.0,5,0,0.0,10.0,5.5,Kritis (<25%),12.7,3.7,-1.7
STD-1824,Dropout,1,83.1,Tinggi,Advertising & Marketing,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,112.9,133.1,6,2,11.666666666666666,6,2,10.5,33.3,11.08,Rendah (25-50%),16.2,0.3,-0.92
STD-1825,Graduate,0,2.1,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,111.6,120.0,6,6,14.5,6,6,12.666666666666666,100.0,13.58,Baik (>75%),12.4,0.5,1.79
STD-1826,Graduate,0,1.2,Rendah,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,152.0,160.0,6,6,14.714285714285714,6,6,14.166666666666666,100.0,14.44,Baik (>75%),12.7,3.7,-1.7
STD-1827,Graduate,0,2.0,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,132.6,141.0,6,6,13.285714285714286,6,6,14.333333333333334,100.0,13.81,Baik (>75%),12.4,0.5,1.79
STD-1828,Enrolled,0,38.6,Sedang,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.4,125.0,5,3,11.333333333333334,5,2,10.5,50.0,10.92,Rendah (25-50%),9.4,-0.8,-3.12
STD-1829,Dropout,1,98.2,Tinggi,Nursing,Holder of other higher course,Reguler (Siang),Perempuan,28-35,28,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,120.0,120.0,7,0,0.0,7,0,0.0,0.0,0.0,Kritis (<25%),13.9,-0.3,0.79
STD-1830,Enrolled,0,2.5,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,122.1,128.0,5,4,11.571428571428571,5,5,12.0,90.0,11.79,Baik (>75%),13.9,-0.3,0.79
STD-1831,Dropout,1,33.5,Sedang,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,142.8,162.0,6,5,13.0,6,4,11.5,75.0,12.25,Sedang (50-75%),12.7,3.7,-1.7
STD-1832,Graduate,0,6.3,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,124.8,130.0,6,6,11.5,6,5,14.0,91.7,12.75,Baik (>75%),11.1,0.6,2.02
STD-1833,Graduate,0,4.6,Rendah,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,126.3,134.0,5,5,11.8,5,5,11.6,100.0,11.7,Baik (>75%),16.2,0.3,-0.92
STD-1834,Dropout,1,83.4,Tinggi,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Menunggak,Ya,Ya,Tidak,Domestik,119.0,133.1,5,3,10.666666666666666,5,3,12.285714285714286,60.0,11.48,Sedang (50-75%),10.8,1.4,1.74
STD-1835,Graduate,0,4.0,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,124.9,137.0,7,6,13.8875,8,8,14.864444444444445,93.3,14.38,Baik (>75%),15.5,2.8,-4.06
STD-1836,Graduate,0,1.4,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Lunas,Ya,Tidak,Tidak,Domestik,118.0,133.1,6,5,11.4,6,6,11.5,91.7,11.45,Baik (>75%),8.9,1.4,3.51
STD-1837,Graduate,0,8.4,Rendah,Social Service (eve),Change of course,Kelas Malam,Perempuan,28-35,34,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,110.0,11,9,12.333333333333334,7,7,12.142857142857142,88.9,12.24,Baik (>75%),9.4,-0.8,-3.12
STD-1838,Enrolled,0,12.6,Rendah,Nursing,Over 23 years old,Reguler (Siang),Perempuan,>35,39,Married,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,109.0,133.1,7,5,12.16,7,5,12.16,71.4,12.16,Sedang (50-75%),7.6,2.6,0.32
STD-1839,Graduate,0,8.3,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.8,133.0,8,8,13.427499999999998,8,8,13.427499999999998,100.0,13.43,Baik (>75%),9.4,-0.8,-3.12
STD-1840,Graduate,0,62.8,Tinggi,Communication Design,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.0,130.0,6,6,15.166666666666666,6,2,15.5,66.7,15.33,Sedang (50-75%),15.5,2.8,-4.06
STD-1841,Dropout,1,91.7,Tinggi,Journalism & Comm,Ordinance 854-B/99,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,151.0,151.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-1842,Dropout,1,85.8,Tinggi,Equinculture,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,131.0,125.0,5,2,10.5,5,0,0.0,20.0,5.25,Kritis (<25%),10.8,1.4,1.74
STD-1843,Graduate,0,2.3,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,155.2,158.0,5,5,11.8,5,3,11.0,80.0,11.4,Baik (>75%),9.4,-0.8,-3.12
STD-1844,Enrolled,0,22.4,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Ya,Lunas,Tidak,Ya,Ya,Domestik,121.0,128.0,5,5,13.2,5,5,11.4,100.0,12.3,Baik (>75%),16.2,0.3,-0.92
STD-1845,Graduate,0,13.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Tidak,Ya,Ya,Domestik,119.7,133.0,7,7,13.075,8,8,12.36111111111111,100.0,12.72,Baik (>75%),12.4,0.5,1.79
STD-1846,Dropout,1,65.9,Tinggi,Equinculture,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,131.0,138.0,6,4,11.6,6,2,13.0,50.0,12.3,Rendah (25-50%),11.1,0.6,2.02
STD-1847,Dropout,1,16.3,Rendah,Agronomy,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,116.9,126.0,6,6,13.666666666666666,6,4,12.25,83.3,12.96,Baik (>75%),13.9,-0.3,0.79
STD-1848,Dropout,1,78.6,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,>35,41,Married,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,140.0,5,4,10.75,5,2,10.0,60.0,10.38,Sedang (50-75%),9.4,-0.8,-3.12
STD-1849,Graduate,0,9.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,137.8,143.0,7,6,13.492857142857144,8,8,12.68888888888889,93.3,13.09,Baik (>75%),12.4,0.5,1.79
STD-1850,Enrolled,0,29.2,Rendah,Tourism,Change of course,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,122.1,135.0,6,3,12.5,6,4,11.0,58.3,11.75,Sedang (50-75%),12.7,3.7,-1.7
STD-1851,Dropout,1,97.3,Tinggi,Nursing,Holder of other higher course,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,120.0,120.0,7,0,0.0,8,0,0.0,0.0,0.0,Kritis (<25%),12.7,3.7,-1.7
STD-1852,Dropout,1,4.1,Rendah,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,133.0,148.0,5,5,13.285714285714286,5,5,14.8,100.0,14.04,Baik (>75%),12.4,0.5,1.79
STD-1853,Graduate,0,4.6,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.2,126.0,5,5,12.6,5,5,11.8,100.0,12.2,Baik (>75%),16.2,0.3,-0.92
STD-1854,Graduate,0,9.6,Rendah,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,160.0,160.0,6,6,14.0,6,6,14.666666666666666,100.0,14.33,Baik (>75%),12.4,0.5,1.79
STD-1855,Dropout,1,97.0,Tinggi,Veterinary Nursing,Over 23 years old,Reguler (Siang),Laki-laki,28-35,35,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,106.3,140.0,5,2,11.5,5,2,10.5,40.0,11.0,Rendah (25-50%),7.6,2.6,0.32
STD-1856,Dropout,1,97.6,Tinggi,Advertising & Marketing,Over 23 years old,Reguler (Siang),Laki-laki,28-35,34,Divorced,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,103.0,133.1,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1857,Graduate,0,43.7,Sedang,Communication Design,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Ya,Ya,Tidak,Domestik,136.0,136.0,6,6,11.833333333333334,6,6,12.875,100.0,12.35,Baik (>75%),10.8,1.4,1.74
STD-1858,Graduate,0,78.0,Tinggi,Social Service,International student,Reguler (Siang),Laki-laki,21-23,22,Single,Ya,Menunggak,Tidak,Ya,Tidak,Internasional,146.5,150.0,6,5,11.5,6,5,12.4,83.3,11.95,Baik (>75%),13.9,-0.3,0.79
STD-1859,Graduate,0,2.2,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,131.4,130.0,6,6,14.166666666666666,6,6,12.333333333333334,100.0,13.25,Baik (>75%),11.1,0.6,2.02
STD-1860,Enrolled,0,87.4,Tinggi,Management (evening),Transfer,Kelas Malam,Laki-laki,24-27,27,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,130.0,2,2,12.5,5,2,12.5,57.1,12.5,Sedang (50-75%),12.7,3.7,-1.7
STD-1861,Dropout,1,92.2,Tinggi,Informatics Engineering,Over 23 years old,Reguler (Siang),Laki-laki,28-35,30,Married,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,137.0,110.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-1862,Enrolled,0,92.9,Tinggi,Informatics Engineering,Over 23 years old,Reguler (Siang),Laki-laki,28-35,34,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,125.9,110.0,5,0,0.0,5,1,11.0,10.0,5.5,Kritis (<25%),10.8,1.4,1.74
STD-1863,Dropout,1,97.7,Tinggi,Tourism,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,111.9,121.0,6,2,10.5,6,0,0.0,16.7,5.25,Kritis (<25%),10.8,1.4,1.74
STD-1864,Graduate,0,2.8,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,131.2,127.0,6,6,11.833333333333334,6,6,13.166666666666666,100.0,12.5,Baik (>75%),7.6,2.6,0.32
STD-1865,Dropout,1,84.6,Tinggi,Equinculture,1st phase - general,Reguler (Siang),Laki-laki,24-27,26,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,131.2,140.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-1866,Graduate,0,6.8,Rendah,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,130.0,5,5,12.4,5,5,12.4,100.0,12.4,Baik (>75%),15.5,2.8,-4.06
STD-1867,Dropout,1,97.4,Tinggi,Management,Over 23 years old,Reguler (Siang),Laki-laki,24-27,26,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,121.5,130.0,5,2,10.5,5,0,0.0,20.0,5.25,Kritis (<25%),10.8,1.4,1.74
STD-1868,Dropout,1,97.9,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,28-35,31,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,153.5,100.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
