Student_ID,Status,Kohort,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-4421,Enrolled,Masih Aktif,,52.9,Sedang,Basic Education,3rd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.8,168.0,6,5,12.6,6,6,13.0,91.7,12.8,Baik (>75%),10.8,1.4,1.74
STD-3949,Enrolled,Masih Aktif,,52.7,Sedang,Management,Change of course,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,110.0,123.0,5,3,11.0,5,4,11.5,70.0,11.25,Sedang (50-75%),9.4,-0.8,-3.12
STD-4073,Enrolled,Masih Aktif,,52.5,Sedang,Animation & Multimedia,Change of course,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,120.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-3941,Enrolled,Masih Aktif,,52.0,Sedang,Tourism,Tech. specialization holder,Reguler (Siang),Laki-laki,24-27,26,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,170.0,170.0,8,8,15.125,6,6,13.666666666666666,100.0,14.4,Baik (>75%),11.1,0.6,2.02
STD-4358,Enrolled,Masih Aktif,,51.8,Sedang,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,109.8,115.0,6,4,11.25,6,4,12.0,66.7,11.62,Sedang (50-75%),10.8,1.4,1.74
STD-3773,Enrolled,Masih Aktif,,51.5,Sedang,Communication Design,Short cycle holder,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Menunggak,Ya,Ya,Tidak,Domestik,130.0,130.0,6,6,11.0,6,4,12.0,83.3,11.5,Baik (>75%),8.9,1.4,3.51
STD-4105,Enrolled,Masih Aktif,,51.3,Sedang,Communication Design,Change of course,Reguler (Siang),Laki-laki,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,126.4,150.0,7,7,13.285714285714286,8,7,12.142857142857142,93.3,12.71,Baik (>75%),12.4,0.5,1.79
STD-3748,Enrolled,Masih Aktif,,51.3,Sedang,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,131.8,130.0,5,2,10.5,5,3,13.333333333333334,50.0,11.92,Rendah (25-50%),7.6,2.6,0.32
STD-3681,Enrolled,Masih Aktif,,51.2,Sedang,Veterinary Nursing,1st phase - Azores,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.8,141.0,5,3,10.333333333333334,5,3,13.0,60.0,11.67,Sedang (50-75%),7.6,2.6,0.32
STD-4167,Enrolled,Masih Aktif,,51.1,Sedang,Advertising & Marketing,Over 23 years old,Reguler (Siang),Perempuan,28-35,35,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,100.0,5,5,11.4,5,3,12.333333333333334,80.0,11.87,Baik (>75%),9.4,-0.8,-3.12
STD-4059,Enrolled,Masih Aktif,,51.0,Sedang,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,136.1,135.0,6,5,11.4,6,5,12.4,83.3,11.9,Baik (>75%),8.9,1.4,3.51
STD-3679,Enrolled,Masih Aktif,,50.8,Sedang,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,115.5,119.0,6,4,11.0,6,4,11.0,66.7,11.0,Sedang (50-75%),10.8,1.4,1.74
STD-3893,Enrolled,Masih Aktif,,50.8,Sedang,Management (evening),Tech. specialization holder,Kelas Malam,Perempuan,>35,41,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,140.0,6,4,12.25,7,6,12.5,76.9,12.38,Baik (>75%),9.4,-0.8,-3.12
STD-4190,Enrolled,Masih Aktif,,50.3,Sedang,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,115.0,133.1,5,3,11.333333333333334,5,3,13.333333333333334,60.0,12.33,Sedang (50-75%),12.7,3.7,-1.7
STD-3966,Enrolled,Masih Aktif,,50.2,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,145.3,147.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-3888,Enrolled,Masih Aktif,,50.1,Sedang,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,>35,47,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,150.0,133.1,5,4,10.0,5,4,12.5,80.0,11.25,Baik (>75%),9.4,-0.8,-3.12
STD-3887,Enrolled,Masih Aktif,,49.9,Sedang,Management (evening),Over 23 years old,Kelas Malam,Perempuan,28-35,31,Single,Tidak,Lunas,Ya,Tidak,Tidak,Internasional,160.0,160.0,5,4,10.5,5,4,10.5,80.0,10.5,Baik (>75%),15.5,2.8,-4.06
STD-4194,Enrolled,Masih Aktif,,49.9,Sedang,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,135.4,141.0,7,7,12.50625,8,5,13.2,80.0,12.85,Baik (>75%),13.9,-0.3,0.79
STD-3970,Enrolled,Masih Aktif,,49.8,Sedang,Advertising & Marketing,Change of course,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,151.0,6,5,12.2,6,5,14.6,83.3,13.4,Baik (>75%),13.9,-0.3,0.79
STD-3648,Enrolled,Masih Aktif,,49.7,Sedang,Tourism,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,125.5,120.0,5,5,12.0,5,3,11.333333333333334,80.0,11.67,Baik (>75%),12.7,3.7,-1.7
STD-4328,Enrolled,Masih Aktif,,49.5,Sedang,Nursing,1st phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,114.8,120.0,7,4,13.25,7,5,13.82,64.3,13.54,Sedang (50-75%),11.1,0.6,2.02
STD-3738,Enrolled,Masih Aktif,,49.5,Sedang,Advertising & Marketing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.7,155.0,6,5,13.4,6,4,13.0,75.0,13.2,Sedang (50-75%),12.7,3.7,-1.7
STD-3767,Enrolled,Masih Aktif,,49.2,Sedang,Equinculture,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,150.0,150.0,5,4,12.0,5,4,12.4,80.0,12.2,Baik (>75%),10.8,1.4,1.74
STD-4283,Enrolled,Masih Aktif,,49.0,Sedang,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.7,135.0,5,5,11.8,5,3,12.0,80.0,11.9,Baik (>75%),8.9,1.4,3.51
STD-3643,Enrolled,Masih Aktif,,48.9,Sedang,Animation & Multimedia,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,126.0,133.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-4158,Enrolled,Masih Aktif,,48.9,Sedang,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,49,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,106.8,120.0,6,5,12.333333333333334,6,4,11.5,75.0,11.92,Sedang (50-75%),13.9,-0.3,0.79
STD-3877,Enrolled,Masih Aktif,,48.8,Sedang,Advertising & Marketing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.4,121.0,5,3,11.666666666666666,5,4,12.0,70.0,11.83,Sedang (50-75%),9.4,-0.8,-3.12
STD-4240,Enrolled,Masih Aktif,,48.4,Sedang,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.9,129.0,5,4,12.8,5,3,14.5,70.0,13.65,Sedang (50-75%),10.8,1.4,1.74
STD-3742,Enrolled,Masih Aktif,,48.2,Sedang,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,140.0,140.0,6,5,12.666666666666666,6,4,11.75,75.0,12.21,Sedang (50-75%),12.4,0.5,1.79
STD-4342,Enrolled,Masih Aktif,,47.1,Sedang,Management,Over 23 years old,Reguler (Siang),Perempuan,>35,36,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,124.6,120.0,5,3,11.0,5,4,13.375,70.0,12.19,Sedang (50-75%),10.8,1.4,1.74
STD-4146,Enrolled,Masih Aktif,,47.0,Sedang,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.3,125.0,7,5,11.716666666666669,7,5,13.7,71.4,12.71,Sedang (50-75%),13.9,-0.3,0.79
STD-4133,Enrolled,Masih Aktif,,47.0,Sedang,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.5,124.0,8,5,12.858,8,5,12.858,62.5,12.86,Sedang (50-75%),9.4,-0.8,-3.12
STD-4213,Enrolled,Masih Aktif,,46.7,Sedang,Management,Over 23 years old,Reguler (Siang),Perempuan,>35,39,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,142.5,130.0,5,4,11.25,5,4,11.5,80.0,11.38,Baik (>75%),11.1,0.6,2.02
STD-4309,Enrolled,Masih Aktif,,46.4,Sedang,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,130.0,6,5,11.8,6,4,12.0,75.0,11.9,Sedang (50-75%),12.4,0.5,1.79
STD-4100,Enrolled,Masih Aktif,,46.1,Sedang,Communication Design,Transfer,Reguler (Siang),Perempuan,28-35,29,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.9,100.0,10,9,11.555555555555555,11,10,11.9,90.5,11.73,Baik (>75%),9.4,-0.8,-3.12
STD-4186,Enrolled,Masih Aktif,,46.0,Sedang,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,128.4,128.0,6,5,13.2,6,5,12.833333333333334,83.3,13.02,Baik (>75%),9.4,-0.8,-3.12
STD-3919,Enrolled,Masih Aktif,,45.8,Sedang,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,129.0,130.0,5,4,11.75,5,2,10.5,60.0,11.12,Sedang (50-75%),7.6,2.6,0.32
STD-3651,Enrolled,Masih Aktif,,45.7,Sedang,Informatics Engineering,International student,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,137.0,130.0,5,5,14.0,5,3,13.25,80.0,13.62,Baik (>75%),13.9,-0.3,0.79
STD-4247,Enrolled,Masih Aktif,,45.1,Sedang,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,125.7,136.0,7,6,13.548333333333334,8,6,14.775,80.0,14.16,Baik (>75%),11.1,0.6,2.02
STD-3661,Enrolled,Masih Aktif,,45.0,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.7,136.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-4174,Enrolled,Masih Aktif,,44.9,Sedang,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,124.6,127.0,5,2,10.0,5,4,11.75,60.0,10.88,Sedang (50-75%),11.1,0.6,2.02
STD-3875,Enrolled,Masih Aktif,,44.9,Sedang,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,114.3,122.0,7,6,13.976666666666668,8,6,12.041666666666666,80.0,13.01,Baik (>75%),11.1,0.6,2.02
STD-3813,Enrolled,Masih Aktif,,44.9,Sedang,Animation & Multimedia,Change of course,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,133.0,133.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-4091,Enrolled,Masih Aktif,,44.8,Sedang,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,138.5,150.0,5,4,12.0,5,4,11.25,80.0,11.62,Baik (>75%),12.7,3.7,-1.7
STD-3725,Enrolled,Masih Aktif,,44.8,Sedang,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,118.4,117.0,5,5,10.0,5,2,12.0,70.0,11.0,Sedang (50-75%),7.6,2.6,0.32
STD-3690,Enrolled,Masih Aktif,,44.8,Sedang,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,112.0,112.0,5,3,10.333333333333334,5,4,11.0,70.0,10.67,Sedang (50-75%),16.2,0.3,-0.92
STD-4333,Enrolled,Masih Aktif,,44.6,Sedang,Social Service,1st phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,136.7,157.0,6,4,12.5,6,3,13.666666666666666,58.3,13.08,Sedang (50-75%),9.4,-0.8,-3.12
STD-3873,Enrolled,Masih Aktif,,44.4,Sedang,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.0,121.0,5,4,11.6,5,4,12.25,80.0,11.92,Baik (>75%),7.6,2.6,0.32
STD-4392,Enrolled,Masih Aktif,,44.0,Sedang,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,107.4,113.0,5,3,10.5,5,4,11.25,70.0,10.88,Sedang (50-75%),12.4,0.5,1.79
STD-3847,Enrolled,Masih Aktif,,44.0,Sedang,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.6,123.0,5,3,12.0,5,4,11.75,70.0,11.88,Sedang (50-75%),9.4,-0.8,-3.12
STD-3712,Enrolled,Masih Aktif,,44.0,Sedang,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,129.8,148.0,6,5,10.6,6,4,10.4,75.0,10.5,Sedang (50-75%),15.5,2.8,-4.06
STD-4237,Enrolled,Masih Aktif,,44.0,Sedang,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,124.4,137.0,5,4,11.25,5,3,11.714285714285714,70.0,11.48,Sedang (50-75%),10.8,1.4,1.74
STD-4305,Enrolled,Masih Aktif,,43.4,Sedang,Informatics Engineering,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,134.0,130.0,5,5,11.833333333333334,5,4,14.0,90.0,12.92,Baik (>75%),12.7,3.7,-1.7
STD-4379,Enrolled,Masih Aktif,,43.2,Sedang,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,121.7,135.0,6,0,0.0,6,4,11.0,33.3,5.5,Rendah (25-50%),7.6,2.6,0.32
STD-3656,Enrolled,Masih Aktif,,42.9,Sedang,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,140.4,154.0,6,2,10.0,6,4,10.75,50.0,10.38,Rendah (25-50%),7.6,2.6,0.32
STD-4042,Enrolled,Masih Aktif,,42.8,Sedang,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.7,122.0,5,5,15.8,5,5,13.714285714285714,100.0,14.76,Baik (>75%),11.1,0.6,2.02
STD-4297,Enrolled,Masih Aktif,,42.8,Sedang,Agronomy,Over 23 years old,Reguler (Siang),Laki-laki,>35,43,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,133.1,6,6,12.875,6,5,12.142857142857142,91.7,12.51,Baik (>75%),16.2,0.3,-0.92
STD-4331,Enrolled,Masih Aktif,,42.7,Sedang,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,123.5,127.0,6,4,11.5,6,3,11.0,58.3,11.25,Sedang (50-75%),7.6,2.6,0.32
STD-3642,Enrolled,Masih Aktif,,42.3,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,115.2,125.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-3899,Enrolled,Masih Aktif,,42.3,Sedang,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,106.0,106.0,6,6,13.166666666666666,6,4,14.0,83.3,13.58,Baik (>75%),13.9,-0.3,0.79
STD-3721,Enrolled,Masih Aktif,,41.9,Sedang,Biofuel Production Tech,Over 23 years old,Reguler (Siang),Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,152.8,140.0,7,7,14.75,7,5,13.8,85.7,14.28,Baik (>75%),16.2,0.3,-0.92
STD-4320,Enrolled,Masih Aktif,,41.8,Sedang,Advertising & Marketing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,135.7,128.0,6,5,13.2,6,5,13.25,83.3,13.22,Baik (>75%),10.8,1.4,1.74
STD-4245,Enrolled,Masih Aktif,,41.8,Sedang,Advertising & Marketing,1st phase - Azores,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,140.3,135.0,6,6,13.428571428571429,6,4,14.0,83.3,13.71,Baik (>75%),12.4,0.5,1.79
STD-4082,Enrolled,Masih Aktif,,41.7,Sedang,Agronomy,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,140.0,6,3,11.666666666666666,6,4,11.5,58.3,11.58,Sedang (50-75%),15.5,2.8,-4.06
STD-4076,Enrolled,Masih Aktif,,41.5,Sedang,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.3,128.0,5,5,10.8,5,2,13.5,70.0,12.15,Sedang (50-75%),8.9,1.4,3.51
STD-4258,Enrolled,Masih Aktif,,41.3,Sedang,Management (evening),1st phase - general,Kelas Malam,Perempuan,28-35,29,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,124.6,140.0,5,5,11.4,5,4,10.25,90.0,10.82,Baik (>75%),15.5,2.8,-4.06
STD-3880,Enrolled,Masih Aktif,,41.2,Sedang,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.2,120.0,5,5,12.0,5,4,11.4,90.0,11.7,Baik (>75%),13.9,-0.3,0.79
STD-4097,Enrolled,Masih Aktif,,41.1,Sedang,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.3,130.0,5,2,13.0,5,4,12.0,60.0,12.5,Sedang (50-75%),9.4,-0.8,-3.12
STD-4340,Enrolled,Masih Aktif,,41.1,Sedang,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,125.1,123.0,6,4,11.0,6,4,12.5,66.7,11.75,Sedang (50-75%),16.2,0.3,-0.92
STD-4412,Enrolled,Masih Aktif,,41.0,Sedang,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.5,140.0,7,5,14.06,7,6,12.571428571428571,78.6,13.32,Baik (>75%),12.4,0.5,1.79
STD-4114,Enrolled,Masih Aktif,,40.5,Sedang,Management,Change of institution/course,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.7,130.0,5,5,11.0,5,3,10.0,80.0,10.5,Baik (>75%),8.9,1.4,3.51
STD-4274,Enrolled,Masih Aktif,,40.4,Sedang,Tourism,Over 23 years old,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,119.3,133.1,6,6,11.166666666666666,6,4,11.8,83.3,11.48,Baik (>75%),9.4,-0.8,-3.12
STD-4135,Enrolled,Masih Aktif,,40.3,Sedang,Animation & Multimedia,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,136.1,141.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),12.7,3.7,-1.7
STD-4169,Enrolled,Masih Aktif,,40.2,Sedang,Veterinary Nursing,1st phase - Azores,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,139.4,150.0,5,3,12.0,5,4,13.0,70.0,12.5,Sedang (50-75%),7.6,2.6,0.32
STD-4214,Enrolled,Masih Aktif,,40.0,Sedang,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.2,113.0,5,3,12.666666666666666,5,4,12.0,70.0,12.33,Sedang (50-75%),7.6,2.6,0.32
STD-4172,Enrolled,Masih Aktif,,39.3,Sedang,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,112.0,120.0,5,4,11.0,5,4,11.5,80.0,11.25,Baik (>75%),15.5,2.8,-4.06
STD-4414,Enrolled,Masih Aktif,,38.9,Sedang,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,123.6,132.0,6,4,11.5,6,4,10.75,66.7,11.12,Sedang (50-75%),7.6,2.6,0.32
STD-3864,Enrolled,Masih Aktif,,38.9,Sedang,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.3,132.0,6,5,12.2,6,5,10.8,83.3,11.5,Baik (>75%),10.8,1.4,1.74
STD-4196,Enrolled,Masih Aktif,,38.8,Sedang,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,102.4,101.0,7,5,12.04,7,6,11.77142857142857,78.6,11.91,Baik (>75%),12.4,0.5,1.79
STD-4273,Enrolled,Masih Aktif,,38.5,Sedang,Advertising & Marketing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,122.0,123.0,6,6,13.166666666666666,6,5,13.2,91.7,13.18,Baik (>75%),8.9,1.4,3.51
STD-4360,Enrolled,Masih Aktif,,38.3,Sedang,Management (evening),Change of course,Kelas Malam,Perempuan,28-35,33,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,107.8,140.0,10,8,10.375,10,9,10.444444444444445,85.0,10.41,Baik (>75%),7.6,2.6,0.32
STD-3903,Enrolled,Masih Aktif,,38.0,Sedang,Animation & Multimedia,1st phase - Madeira,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,164.3,158.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-3829,Enrolled,Masih Aktif,,37.7,Sedang,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.2,130.0,5,4,12.0,5,5,12.666666666666666,90.0,12.33,Baik (>75%),12.4,0.5,1.79
STD-3684,Enrolled,Masih Aktif,,37.6,Sedang,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.6,123.0,7,5,12.0,7,6,12.666666666666666,78.6,12.33,Baik (>75%),11.1,0.6,2.02
STD-3933,Enrolled,Masih Aktif,,37.6,Sedang,Social Service (eve),Over 23 years old,Kelas Malam,Laki-laki,>35,44,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,172.0,140.0,11,9,12.333333333333334,11,9,11.0,81.8,11.67,Baik (>75%),12.4,0.5,1.79
STD-4113,Enrolled,Masih Aktif,,37.6,Sedang,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.5,126.0,5,5,10.8,5,3,12.0,80.0,11.4,Baik (>75%),8.9,1.4,3.51
STD-4370,Enrolled,Masih Aktif,,37.5,Sedang,Oral Hygiene,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,113.3,130.0,7,5,12.4,8,7,12.15,80.0,12.28,Baik (>75%),12.4,0.5,1.79
STD-4408,Enrolled,Masih Aktif,,37.1,Sedang,Management (evening),Over 23 years old,Kelas Malam,Perempuan,28-35,28,Divorced,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,147.9,147.0,5,4,11.5,5,4,12.0,80.0,11.75,Baik (>75%),10.8,1.4,1.74
STD-3911,Enrolled,Masih Aktif,,37.0,Sedang,Advertising & Marketing,2nd phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,111.3,110.0,6,6,12.285714285714286,6,4,14.25,83.3,13.27,Baik (>75%),15.5,2.8,-4.06
